__ON__ LIEB ZUSCHAUER ABEND	liebe zuschauer guten abend .
ORANGE IX IX BEDEUTEN IX MEHR ZUSAMMENHANG IX __PU__ WARNUNG WETTER IX IX REGEN REGEN DURCHGEHEND REGEN REGEN REGEN HEUTE NACHT DANN BLEIBEN REGEN REGEN __OFF__	und diese hell rot eingefärbten gebiete die beziehen sich hauptsächlich auch nochmal auf warnungen wetterwarnungen vor regen und zwar auch vor dauerregen denn der regen wird uns auch heute nacht nicht verlassen .
__ON__ VIELLEICHT UEBER FUENFZIG M M IX KOENNEN PASSIEREN __EMP__ __OFF__	es können also durchaus deutlich über fünfzig millimeter zum teil lokal fallen in kurzer zeit .
__ON__ MORGEN VOR MITTAG SUED SUEDRAUM REGEN REGEN STARK NORDOSTRAUM REGION BAYERN WALD BISSCHEN GEWITTER DABEI __LEFTHAND__ poss-SEIN __LEFTHAND__ poss-SEIN	auch morgen vormittag wird es in der südhälfte zum teil noch kräftig regnen richtung nordosten erzgebirge bayerischer wald vielleicht noch einzelne gewitter dabei .
__HOLD__ DEUTSCH LAND KUEHL REGION __HOLD__ ZWOELF DREIZEHN NORDWESTRAUM ACHTZEHN NEUNZEHN GRAD REST cl-KOMMEN NUR OSTRAUM __OFF__ __ON__ IN-KOMMEND DANN SCHNELL STEIGEN __OFF__	und kühle luft über deutschland im regen nur so zwölf dreizehn grad bei mehr sonne im nordwesten wenigstens noch achtzehn neunzehn und reste der warmluft nur noch über dem äußersten osten .
__ON__ MORGEN WETTER WIE-AUSSEHEN MITTWOCH ERSTE JUNI __OFF__	und nun die wettervorhersage für morgen mittwoch den ersten juni .
__ON__ TIEF cl-KOMMEN DEUTSCH LAND REGEN REGEN HIMMEL KOENNEN __OFF__	tiefer luftdruck bringt teilen deutschlands noch gebietsweise unwetterartige gewittrige oder auch länger anhaltende regenfälle .
__ON__ HEUTE NACHT SUEDRAUM NORDRAUM REGEN REGEN VIEL NORDRAUM REGION HABEN REGEN REGEN REGION __OFF__	in der nacht im süden und osten ergiebige regenfälle zwischen ostsee und bayern teilweise unwetterartige gewitter .
__ON__ SUEDRAUM VOR MITTAG REGEN REGEN REGEN OST SCHAUER SCHAUER SCHAUER NORDWESTRAUM cl-KOMMEN SONNE __OFF__	im süden regnet es am vormittag noch kräftig im osten noch schauer im norden und westen kommt mehr und mehr die sonne zum vorschein .
__ON__ SCHAUER GEWITTER STURM WEHEN WEHEN KOENNEN SONST WIND SCHWACH MAESSIG MAESSIG __OFF__	bei schauern und gewittern sind sturmböen möglich sonst weht der wind meist mäßig .
__ON__ HEUTE NACHT OST FUENFZEHN GRAD FUENF GRAD REGION __OFF__	heute nacht fünfzehn grad ganz im osten fünf grad in der eifel .
__ON__ ELF GRAD REGION SUED BIS ZWEI ZWANZIG GRAD REGION __OFF__	am tag elf grad bei dauerregen im süden bis zweiundzwanzig grad in der lausitz .
__ON__ DONNERSTAG VIEL SONNE SUED REGION SCHAUER SCHAUER	am donnerstag viel sonne südlich der donau einzelne schauer .
FREITAG SONNE WOLKE WECHSELHAFT NACH MITTAG IX KOENNEN REGEN IX-PLUSPLUS __OFF__	am freitag sonne und wolken ab dem nachmittag einzelne kräftige gewitterschauer .
__ON__ JETZT WETTER MORGEN SONNTAG ERSTE NOVEMBER __OFF__	und nun die wettervorhersage für morgen sonntag den ersten november .
__ON__ MORGEN TIEF KOMMEN loc-NORDWEST loc-REGION KOMMEN MOEGLICH WIND SCHWER WEHEN WEHEN REGEN REGEN __OFF__	morgen erreichen atlantische tiefausläufer den nordwesten und westen deutschlands mit stark auffrischendem wind und zum teil kräftigem regen .
__ON__ NORD loc-REGION HEUTE NACHT SCHON WOLKE	im norden und westen ist es heute nacht schon stark bewölkt .
MOEGLICH REGEN REGEN	hier und da fallen ein paar tropfen .
loc-REGION MEHR KLAR HIMMEL ODER WOLKE WECHSELHAFT __OFF__	sonst teils klar teils leicht bewölkt .
__ON__ AUCH STURM WEHEN WEHEN NORD SEE STURM	dabei gibt es auch stürmische böen an der nordsee sturmböen .
loc-REGION MAESSIG __PU__ ES-BEDEUTET IM-VERLAUF STARK KOMMEN	im übrigen land schwacher bis mäßiger später kräftig auffrischender wind aus süd bis südost .
__ON__ MORGEN loc-SECHS GRAD loc-SIEBZEHN GRAD __OFF__	morgen an der spree frische sechs im südwesten milde siebzehn grad .
__ON__ MONTAG loc-SUEDOST loc-REGION VIEL REGEN-PLUSPLUS loc-REGION REGEN ABER __HOLD__ SONNE __PU__	am montag gibt es in der südosthälfte zum teil ergiebige regenfälle sonst einzelne schauer und etwas sonne .
__EMP__ IM-VERLAUF BLEIBEN WECHSELHAFT MEHR KUEHL BERG SCHON SCHNEE	auch in den folgenden tagen unbeständig dabei wird es kühler im höheren bergland fällt schnee .
MITTWOCH VIEL WIND __OFF__	am mittwoch wird es auch noch sehr windig .
ICH OSTERN WETTER ZUFRIEDEN	da können wir mit unserem osterwetter eigentlich ganz zufrieden sein .
MITTAG TEMPERATUR SUED WARM poss-MEIN NICHT	die mittagstemperaturen zeigen es aber richtung süden wird es deutlich wärmer als bei uns .
STUNDE AUCH MEISTENS REGEN ERST WEST DANN REGION	auch in den nächsten stunden wieder kräftiger regen zunächst im westen dann auch an den küsten .
UND TAG BLEIBEN KUEHL SECHS GRAD BAYERN IX REGION AUCH S+H IX AUCH	und da bleibt es auch tagsüber kühl sechs grad höchsttemperatur in bayern teilweise genauso wie in schleswig holstein .
ABER DAZWISCHEN REGION MILD NEUN BIS VIERZEHN GRAD	aber dazwischen wird es ein sehr milder tag mit neun bis vierzehn grad .
SUED VERAENDERN KAUM WIE HEUTE SONNE ODER NEBEL	dort ändert sich wenig beim wetter also ähnlich wie heute sonne oder hochnebel .
IN-KOMMEND SCHNEE	richtung südosten ist auch noch schnee dabei .
FREITAG SAMSTAG NORD WIND REGEN SUED FREUNDLICH TROCKEN	freitag und samstag im norden sehr windiges regenwetter im süden freundlicher und meist trocken .
MORGEN NORD KAUM GEWITTER REGION SONNE	morgen im norden kaum gewitter besonders richtung küste auch sonnig .
NORD SONNE WOLKE WECHSELHAFT BISSCHEN SCHAUER SUEDWEST BESONDERS SONNE MOEGLICH	sonst teils sonne teils wolken und nur einzelne schauer im südwesten zeigt sich die sonne am häufigsten .
HEUTE NACHT DREIZEHN NORD VIER BERG	heute nacht dreizehn grad an den küsten vier grad an den alpen .
AM-TAG DREIZEHN OST EINS ZWANZIG FLUSS	am tag dreizehn grad bei dauerregen und einundzwanzig grad am oberrhein .
MORGEN WETTER WIE-AUSSEHEN MITTWOCH ZWEITE JUNI	und nun die wettervorhersage für morgen mittwoch den zweiten juni .
MORGEN MEISTENS SONNE	morgen scheint verbreitet die sonne .
NORD KOENNEN BEWOELKT	im äußersten norden kann es örtlich noch längere zeit trübe bleiben .
REGION WEHEN SUED VIEL FRISCH WIND BISSCHEN STURM BERG STURM ORKAN KOENNEN	in der nordhälfte mäßiger richtung süden auch frischer wind mit starken vereinzelt mit stürmischen böen auf den bergen sturmböen zum teil auch orkanartige böen .
MITTWOCH SUED NORD BISSCHEN REGEN SONST REGION FREUNDLICH	am mittwoch im süden und an den küsten etwas regen sonst ist es meist freundlich .
NORDWEST AUCH TEIL IX REGEN	auch im norden und westen wird es später gebietsweise regnen .
MORGEN ZEHN GRAD IX SIEBZEHN GRAD OBER FLUSS	am tag zehn grad im vogtland und siebzehn grad am oberrhein .
JETZT WETTER WIE-AUSSEHEN MORGEN SAMSTAG ZWEITE OKTOBER	und nun die wettervorhersage für morgen samstag den zweiten oktober .
GUT ABEND LIEB ZUSCHAUER	guten abend liebe zuschauer .
SO VIEL SCHNEE ANFANG DEZEMBER TJA SELTEN BISHER WENN UEBER SICHT NULL FAST REGION DEUTSCHLAND REGION SCHNEE HABEN2	soviel schnee anfang dezember hat es in deutschland selten gegeben und wenn wir nichts übersehen haben dann haben wir eine geschlossene schneedecke überall in deutschland .
NORD NORDWEST MEHR VIEL WOLKE	im norden und nordwesten morgen viele wolken .
SCHNEE MEHR KUESTE REGION	schneeschauer gibt es vor allem in küstennähe .
NACHT IX BISSCHEN REGEN HOCH SCHNEE	in der nacht regnet es im süden hier und da in den hochlagen schneit es .
REGION TEIL KLAR NORD GEBEN SCHAUER	sonst ist es teilweise klar an den küsten gibt es einzelne schauer .
SAMSTAG AUCH DANN SONNTAG WEST BISSCHEN SCHAUER GEWITTER	samstag ebenso und dann am sonntag vielleicht im westen die ersten schauer und gewitter .
HEUTE NACHT SECHS BIS DREIZEHN GRAD TAG TEMPERATUR STEIGEN ZEHN GRAD ALPEN BIS FUENF ZWANZIG GRAD WEST	heute nacht sechs bis dreizehn grad am tag steigen die temperaturen an auf zehn grad an den alpen und bis fünfundzwanzig grad am niederrhein .
GUT ABEND LIEB DU ZUSCHAUER poss-EUCH	guten abend liebe zuschauer .
MILD NORD AUCH ZWOELF ZWISCHEN VIERZEHN SUED UNGEFAEHR VIERZEHN MAXIMAL SECHSZEHN GRAD	es bleibt mild bei uns temperaturen auch in norddeutschland zwölf bis vierzehn im süden vierzehn bis sechzehn grad .
SUED WAHRSCHEINLICH HOCH DRUCK RUHIG FREUNDLICH HERBST	im süden bleibt es unter hochdruckeinfluss bei dem ruhigen und teilweise freundlichen herbstwetter .
AUCH SAMSTAG NAECHSTE GLEICH IX KOMMEN MEHR KUEHL	ähnliches wetter auch am samstag von norden wird es allerdings kühler .
DAZU MORGEN NORD WETTER WECHSELHAFT SONNTAG AUCH MITTE	außerdem bringt es morgen dem norden unbeständiges wetter das sich am sonntag auch auf die mitte ausbreitet .
REGION SO	gleichzeitig strömt mildere luft zu uns .
MONTAG NORD REGION REGEN REGION BESSER IM-VERLAUF REGION REGEN	am montag an den küsten schauer sonst freundliche momente später kommt von südwesten regen auf .
HEUTE NACHT neg-KAUM NUR NORDWEST BISSCHEN REGEN SONST REGION RUHIG	heute nacht das ist aber kaum von bedeutung da gibt es ein paar regentropfen im nordwesten sonst bleibt alles ruhig .
NORD DEUTSCHLAND IX KLAR LUFT IX NEBEL UND TEILWEISE BISSCHEN DAZWISCHEN REGEN HERZ BERG BAYERN REGION	dazukommen in norddeutschland in der klaren luft auch ein paar nebelfelder und es wird zeitweise immer wieder etwas regnen am erzgebirge und im östlichen bayern .
MORGEN NORD FREUNDLICH	morgen dann eigentlich recht freundlich in norddeutschland .
DANN KOMMEN SCHAUER STARK MIT GEWITTER	diese breiten sich ostwärts aus und sind teilweise kräftig und gewittrig .
BAYERN WALD HEUTE ABEND MINUS FUENF FLUSS DREI GRAD	im bayerischen wald heute nacht minus fünf im emsland bis plus drei grad .
MORGEN ZWEI GRAD REGION FLUSS NEUN GRAD	morgen im vogtland zwei an rhein und ems bis neun grad .
GERADE RHEIN-PFALZ SAARLAND NORDRHEIN-WESTFALEN GEWITTER	auch über rheinland pfalz das saarland und nordrhein westfalen zogen heftige gewitter .
IM-MOMENT DOCH GEWITTER DEUTSCH WETTER DIENST WARNUNG SCHON FERTIG BEKANNTGEBEN	zur zeit gibt es aber noch teilweise unwetterartige gewitter der deutsche wetterdienst hat entsprechende unwetterwarnungen herausgegeben .
MITTWOCH WECHSELHAFT	am mittwoch unbeständiges wetter .
AUCH DONNERSTAG WEITER WECHSELHAFT	daran ändert sich auch am donnerstag nur wenig .
MORGEN IX MILD ZWOELF NORD ZWEI GRAD	dort morgen milde zwölf im hohen norden kühler zwei grad .
FLUSS SUED MOEGLICH SONNE BLEIBEN TROCKEN	südlich der donau kommt auch mal die sonne zum zuge und es bleibt trocken .
SUED WEHEN BISSCHEN WEHEN NORD FRISCH NATUR STARK STURM SEE MEER SCHWER STURM BERG E+R+Z BERG AUCH ORKAN	im süden bläst der wind mäßig im norden frisch bis stark mit stürmischen böen an der see und auf den bergen schwere sturmböen in den gipfellagen von harz und erzgebirge auch orkanböen .
KOELN REGION IX DREIZEHN GRAD ALPEN DREI GRAD	in der kölner bucht heute nacht milde dreizehn am alpenrand drei grad .
JETZT WETTER WIE-AUSSEHEN MORGEN DONNERSTAG VIERTE OKTOBER	und nun die wettervorhersage für morgen donnerstag den vierten oktober .
SUEDOST MEISTENS TROCKEN	im südosten noch meist trocken .
MORGEN HAUPTSAECHLICH WOLKE VERSCHWINDEN IX	und dort gibt es morgen zunächst größere wolkenlücken .
SONST REGION HAUPTSAECHLICH REGEN	sonst regnet es teilweise kräftig .
KUEHL KOMMEN	kühle luft strömt zu uns .
TEMPERATUR SAMSTAG SONNTAG IX GLEICH	das temperaturniveau ändert sich auch über das wochenende hinaus kaum .
TAG NORDOST SECHSZEHN REGION IX DREI ZWANZIG GRAD	am tag sechzehn grad im nordosten und dreiundzwanzig grad im breisgau .
MORGEN MEHR WARM IX ALS HEUTE	aber morgen wird es für uns alle wärmer als heute .
VIERZEHN BIS NEUNZEHN GRAD KOENNEN	das sind schon meist zwischen vierzehn und neunzehn grad wieder .
MONTAG AUCH WECHSELHAFT UND MEHR KUEHL	auch der montag verläuft unbeständig und es wird kühler .
MANCHMAL SCHWACH MAESSIG IX WIND IX WEST STARK WIND	im südosten schwacher sonst mäßiger bis frischer südwind im westen und nordwesten starke bis stürmische böen .
SCHNEE WARUM HEUTE NACHT KALT ZEIGEN-BILDSCHIRM LEICHT FROST MINUS EINS BIS MINUS VIER NUR WEST FROST KEIN	ja schnee deshalb weil es heute nacht ziemlich kalt wird überall leichter frost mit minus ein bis minus vier grad nur hier im westen bleibt es frostfrei .
NORD TAG REGEN KOMMEN NOCH-NICHT SONNE FREUNDLICH SONNE DABEI UND STURM WIND	tagsüber in norddeutschland kommt dieses regengebiet noch nicht so richtig an dort recht freundliches wetter mit sonnenschein und einem starken südostwind .
SCHWARZ WALD FUENF ZWANZIG C+M HARZ BIS SECHZIG C+M	und auch in den mittelgebirgen im schwarzwald fünfundzwanzig zentimeter im harz bis zu sechzig zentimeter .
REGION ANDERS MILD HINREICHEND HEUTE NACHT HINREICHEND SCHNEE	ganz anders an der nordsee da ist es milder und es bleibt auch in dieser nacht dort ziemlich mild es schneit nämlich .
MONTAG UEBERWIEGEND SCHAUER OST GEWITTER SUED WEST LANG FREUNDLICH	am montag gibt es verbreitet schauer richtung osten auch noch kräftige gewitter im südwesten längere zeit freundlich .
JETZT WETTER WIE-AUSSEHEN MORGEN MONTAG FUENFTE JULI	und nun die wettervorhersage für morgen montag den fünften juli .
TIEF NORD EUROPA DIESE NORDWEST MORGEN SCHAUER SUEDOST GEWITTER	tiefs über nordeuropa bringen den nordwesten deutschlands morgen schauer und dem südosten gewitter .
IHR WUENSCHEN WISSEN SOMMER WEITER WIE LAUFEN WIE-AUSSEHEN DAMEN UND HERREN poss-EUCH	sie wollen wissen wie der sommer weitergeht meine damen und herren .
BLEIBEN HOCH TIEF HOCH TIEF	es wird wohl ein ewiges auf und ab bleiben .
HOCH NORD SONNE DESHALB GRENZE HOCH TIEF	das hoch hier über der nordsee sorgt für sonnenschein und wir hier in deutschland liegen gerade an der grenze zwischen hoch und tief .
LANGSAM STEIGEN WARM FLUSS ACHTZEHN BIS ZWANZIG GRAD REGION ZWOELF BIS ACHTZEHN GRAD KUEHL poss-SEIN	es wird auch langsam wärmer am rhein dann schon mal so achtzehn bis zwanzig grad im übrigen deutschland so mit zwölf bis maximal achtzehn grad noch ein bisschen kühler .
LIEB ZUSCHAUER poss-EUCH GUT ABEND	liebe zuschauer guten abend .
ZWANZIG BIS UEBER ZWANZIG GRAD	teilweise zwanzig oder auch knapp über zwanzig grad .
JETZT WETTER MORGEN DIENSTAG SECHSTE APRIL	und nun die wettervorhersage für morgen dienstag den sechsten april .
REGION KOMMEN SONNE SEHEN KOENNEN	sonst setzt sich von südwesten allmählich die sonne durch .
IX AUCH WIND DABEI TEMPERATUR FUENF BIS UNGEFAEHR DREIZEHN GRAD REGION	dort wird es auch windig seien die höchsten temperaturen bewegen sich zwischen fünf grad in vorpommern und dreizehn grad im breisgau .
HEUTE NACHT TEMPERATUR MINUS FUENF NORD BIS PLUS DREI WEST FLUSS	heute nacht temperaturen von minus fünf grad im nordosten bis plus drei grad am rhein .
IX PLUS SECHS GRAD VOR POMMERN REGION BISSCHEN FROST	dort morgen bis plus sechs grad in vorpommern gibt es leichten frost .
HEUTE NACHT NORD TEIL STURM BERG ORKAN	heute nacht im norden örtlich sturmböen auf den bergen orkanböen .
HEUTE NACHT MINUS ZWEI NORD MITTE MINUS EINS ZWANZIG GRAD	heute nacht minus zwei grad an der nordsee in der mitte mitunter werte unter minus zwanzig grad .
TAG SONNE WOLKE WECHSELHAFT TEILWEISE AUCH LANG SONNE	am tag wechseln sonne und wolken einander ab teilweise ist es auch längere zeit sonnig .
JETZT WETTER WIE-AUSSEHEN MORGEN FREITAG SECHSTE MAI ZEIGEN-BILDSCHIRM	und nun die wettervorhersage für morgen freitag den sechsten mai .
LIEB ZUSCHAUER poss-EUCH GUT ABEND	liebe zuschauer guten abend .
WETTER WIE-AUSSEHEN MORGEN SONNTAG SECHS SEPTEMBER	und nun die wettervorhersage für morgen sonntag den sechsten september .
AUCH OBER FLUSS BIS ABEND MEHR WOLKE	auch am oberrhein nehmen gegen abend die wolken zu .
WIND SCHWACH MAESSIG WEHEN	der wind weht schwach bis mäßig aus südosten .
JETZT WETTER WIE-AUSSEHEN MORGEN SAMSTAG SIEBTE AUGUST	und nun die wettervorhersage für morgen samstag den siebten august .
STURM TAGSUEBER DABEI	und sturm haben wir jeden tag auch dabei .
IHR WUENSCHEN ABEND MACHEN GUT	ihnen schönen abend und machen sie es gut .
BERG MEISTENS SCHNEE REGEN BERG ABER SUED REGION REGEN UNGEFAEHR TAUSEND ZWEIHUNDERT IX SCHNEE	morgen regnet es verbreitet im bergland zum teil schnee wobei die schneefallgrenze im süden vorübergehend auf etwa zwölfhundert meter steigt .
HEUTE NACHT AB MORGEN NACHMITTAG NORD HARZ REGION STURM	heute nacht sowie ab morgen nachmittag an der küste und in den hochlagen von harz und erzgebirge schwere sturmböen .
NORD MORGEN SIEBEN REGION FLUSS BIS FUENFZEHN	an der nordsee morgen sieben im breisgau und an der isar bis fünfzehn grad .
HEUTE NACHT MEHR SCHNEE NORD SUEDOST	heute nacht dagegen fallen nur ein paar schneeflocken noch im norden und auch im südosten .
MORGEN BESONDERS NORD REGION UND WEST REGEN KOENNEN	morgen fällt dann vor allen dingen in der nordhälfte also im nordosten und auch im westen gelegentlich etwas schnee .
WIND KOMMEN DANN SCHNEE WITTERUNG	und dazu kräftiger wind aus nord nordost und der verursacht auch schneeverwehungen .
GROSSBRITANNIEN REGION FRANKREICH MITTE EUROPA REGION TIEF KOMMEN SCHNEIEN SCHNEE WENIG NUR IX	tiefs über großbritannien frankreich und dem östlichen mitteleuropa sorgen bei uns nur gebietsweise für etwas schnee .
MORGEN WERT EIFEL ACHTZEHN BIS SECHS ZWANZIG LAND	morgen reichen die werte von achtzehn grad in der eifel bis sechsundzwanzig grad in der lausitz .
NORDOST BISSCHEN SCHAUER ABEND AUFLOESEN	im nordosten gibt es noch einzelne schauer die in der nacht aber rasch abklingen .
EIN-PAAR HARMLOS NEBEL DANN KLAR	bis auf ein paar harmlose schleierwolken ist es dann klar .
TAG EINS ZWANZIG GRAD SYLT IX UND NEUN ZWANZIG GRAD REGION UND REGION	am tag einundzwanzig grad auf sylt und neunundzwanzig grad in der lausitz und in niederbayern .
NACHMITTAG KOENNEN SONNE KOENNEN	nachmittags kann hier und da die sonne durchaus mal rauskommen .
MONTAG WEITER SONNE WEST SCHAUER GEWITTER	am montag weiterhin viel sonne im äußersten westen einzelne schauer und gewitter .
IN-KOMMEND BLEIBEN LUFT DRUCK HOCH KOMMEN BEDEUTEN NEBEL HIMMEL UND SONNE MISCHUNG	auch in den nächsten tagen beschert uns hoher luftdruck eine herbstliche mischung aus zähem hochnebel wolken und sonnenschein .
MORGEN DREIZEHN REGION SUEDWEST IX VIER ZWANZIG GRAD PASSEN FAST WIE SOMMER	im vogtland morgen frische dreizehn am oberrhein fast sommerliche vierundzwanzig grad .
LIEB ZUSCHAUER GUT ABEND	liebe zuschauer guten abend .
JETZT WETTER WIE-AUSSEHEN MORGEN SONNTAG SIEBTE OKTOBER	und nun die wettervorhersage für morgen sonntag den siebten oktober .
MORGEN DEUTSCH LAND IX TIEF KOMMEN KUEHL KOMMEN	ein tiefausläufer bringt morgen vor allem dem süden deutschlands noch regen .
MITTWOCH TEIL SONNE TEIL WOLKE BLEIBEN TROCKEN	am mittwoch teils sonne teils wolken und es bleibt meist trocken .
FREUNDLICH BLEIBEN REGION SUED BISSCHEN SCHAUER	dabei das wetter aber nicht unfreundlich höchstens mal im osten und auch im süden ein paar schauer .
SCHOEN ABEND AUSRICHTEN	und ihnen noch einen schönen abend jetzt .
REGION SUEDOST SONNE NORDWEST UEBERWIEGEND WOLKE IX REGEN SUEDOST AUCH SCHAUER	im osten und südosten scheint morgen verbreitet die sonne in der nordwesthälfte dagegen viele wolken und stellenweise etwas regen richtung süden auch ein paar schauer .
SUED WEHEN IX WEHEN KOENNEN STURM KOENNEN NORD SCHWER STURM	im südwesten weht der wind schwach im norden und osten frisch mit einzelnen sturmböen an der ostsee auch schwere sturmböen .
LEIDER DURCHGEHEND DAUER REGEN NACHT SUED DEUTSCHLAND REGEN	wir haben es zum einen mit dauerregen zu tun schon in dieser nacht in süddeutschland .
TAG MINUS DREI NORDOST PLUS VIERZEHN GRAD SUED	am tag minus drei grad im nordosten plus vierzehn grad im süden .
NACH MITTAG NORDWEST WOLKE KOENNEN REGEN	die werden am nachmittag in der nordwesthälfte wieder dichter und bringen regen .
NACHT NORD MEHR STURM AUCH KUESTE ORKAN	in der nacht im norden sturmböen an den küsten auch orkanartige böen .
TAG SCHWACH MAESSIG WEHEN NORD NORDOST FRISCH MAESSIG WEHEN OST STARK WEHEN	am tag weht der wind schwach bis mäßig im norden und nordosten mäßig bis frisch an der ostsee stark .
HEUTE NACHT TEMPERATUR MINUS DREI MINUS SIEBZEHN WENN KLAR TIEF	heute nacht temperaturen zwischen minus drei und minus siebzehn grad wo es länger aufklart werte darunter .
