"WHAT"	what
YESTERDAY ALL-DAY IX-1p WORK++	yesterday i worked all day.
IX-1p WORK SIT-continuative ALL-DAY	i sat and worked all day.
IX-1p HERE ALL-DAY IX-1p WANT GO-OUT	i've been here all day; i want to leave.
IX-1p ALMOST FINISH HOMEWORK	i'm almost finished with my homework.
IX-1p ALWAYS SERIOUS IN SCHOOL	i'm always serious in school.
IX-1p ANALYZE MATH+ PROBLEM2 IX-1p LOOK-OVER	i analyzed and looked over the math problem.
IX-3p:i MOTHER AND BOY             IX-pl-2:i/j SCL:V/2"two of them go together" LIBRARY	the mother and the boy are both going to the library.
BORN fs-SEPT WHO POSS-1p BROTHER AND FATHER IX-3p-pl-2:i/j	who was born in september? my brother and my father.
HERE ns-BOSTON NOT MANY ANIMAL+ part:indef	there's not many animals here in boston.
IX-1p FINISH ANNOUNCE TOMORROW FUTURE RAIN+	i already announced that it will rain tomorrow.
IX-1p KISS-FIST APPLE DURING/WHILE AUTUMN	i love apples in the fall.
ARRIVE fs-LATE FINE IX-1p MUST CALL-BY-PHONE IX-3p:i RESTAURANT POSTPONE APPOINTMENT	if you're arriving late, it's fine. i just have to call the restauarnt and postpone the reservation.
STRANGE fs-MARY TELL-1p ARRIVE HOME AROUND MIDNIGHT IX-1p LOOK:i THINK ARRIVE THREE2 MORNING	it's weird because mary told me she would be home around midnight but i think she won't get home until three in the morning.
IX-3p-pl-arc GIRL+ ARRIVE ON-TIME	did those girls arrive on time?
ATTENTION-WAVE POSS-1p+ FRIEND ARRIVE TIME++	what time did my friend arrive?
FATHER ARRIVE HOME fs-LATE NIGHT+	father arrived home late at night.
FATHER ARRIVE HOME fs-LATE NIGHT+	did father really arrive home late at night?
FATHER IX-loc:i ARRIVE HOME fs-LATE NIGHT+	did father arrive home late at night?
ARRIVE HOME fs-LATE NIGHT+ WHO	who arrived home late at night?
ARRIVE HOME fs-LATE NIGHT+ WHO	who arrived home late tonight?
FATHER ARRIVE HOME WHEN	when did father arrive home?
WHEN FATHER ARRIVE HOME fs-LATE NIGHT MOTHER REFUSE MAKE EAT+NIGHT+	when father arrives home late, mother refuses to make dinner.
FATHER ARRIVE HOME fs-LATE NIGHT+ WHY IX-3p:i RECENT-PAST FINISH POSS-3p:i WORK+	father arried home late beacuse he just finished his work.
WHO ARRIVE LATE+ part:indef WHO	who arrived late?
IF INTERPRET ARRIVE STRANGE SITUATION	if an interpreter comes, it will be a strange situation.
BOY+ ARRIVE HOME	the boy arrived home.
PRESIDENT WIFE ARRIVE WITH SCL:2"two people coming"	the president and his wife arrived together.
NEXT-WEEK HOPE fs-JOHN ARRIVE ON TIME part:indef	i hope john arrives on time next week.
IX-1p READ+ IX-3p:i ARTICLE WRITE2 FOR ns-BOSTON fs-GLOBE IX-3p:i IX-1p THINK GREAT	i read the article written for the boston globe. i think it was great!
HAPPEN IX-1p NONE/NOTHING2+ MONEY++ IX-1p TEND GO AUNT HOUSE EAT+ IX-loc:i	when i don't have money, i tend to go to my aunt's and eat there.
IX-1p BORN BABY IX-1p WANT ns-IRELAND NAME FATHER WANT IX-3p:i ns-FRANCE NAME+	if i have a baby, i want an irish name but the father wants a french name.
fs-MARY FINISH BORN BABY GIRL+ FINISH	mary had a baby girl.
IX-3p:i fs-MARY MAYBE BORN FUTURE WIDE BABY MAYBE	maybe mary will give birth to a big baby.
WEATHER NOW BEAUTIFUL	the weather today is beautiful.
WEATHER NOT BEAUTIFUL NOW	the weather isn't beautiful today.
IX-1p CANNOT BELIEVE IX-3p:i NOT GUILTY IX-1p THINK IX-3p:i GUILTY+	i can't believe he/she is not guilty. i thought he/she was guilty.
IX-1p CANNOT BELIEVE RAIN NONE/NOTHING2 IX-1p SURPRISE part:indef	i can't believe it's not raining. i'm surprised.
BLACK BICYCLE IX-loc:i BETTER BUT RED BICYCLE IX-loc:j CHEAP+(1h)MOST part:indef	the black bike is better but the red bike is cheaper.
NOW COLD IX-1p MUST BETTER SHOE+	now that it's cold, i need better shoes.
BOY+ BICYCLE SCL:3"bike crashing" SCL:3"fall off bike"	the boy's bike crashed and he fell off.
fs-BOB IX-loc:i WORK BICYCLE SELL+ IX-3p:i	bob works at the bike store.
IX-3p:i fs-JOHN NOT HAVE SPECIAL BICYCLE SHOE+ part:indef	john doesn't have special biking shoes.
BOX/ROOM BIG5 BIG5	the box is really big.
IX-3p:i SUMMER+ BLACK DRESS/CLOTHES+ HOT	wearing black clothes in the summer will make you hot.
IF IX-2p INTERPRET IX-2p MUST USE BLACK DRESS/CLOTHES	if you are going to interpret, you must wear black clothes.
IX-1p WANT THAT:i IX-3p:i BLACK BOOK IX-loc:i	i want that black book.
SORRY BLACK SHOE GONE FINISH part:indef	sorry, the black shoes are gone.
IX-3p:i POSS-1p SON i:TELL-1p FAVORITE/PREFER BLACK PANTS2 part:indef	my son told me that he prefers black pants.
BOY LIE++ BLAME+ IX-3p:i fs-DOG IX-3p:i	the boy lied and blamed the dog.
LEAVE-THERE BOOK DCL:B-L"stack of books" POSS-1p fs-OFFICE IX-loc:i WHO IX-3p:i part:indef	who left their book in my office?
THAT BOOK IX-2p READ IX-loc:i IX-1p READ2 IX-3p:i LONG-AGO IX-1p YOUNG++ IX-1p	that book you are reading now, i read a long time ago when i was young.
STUDENT READ BOOK NOT-YET+	the student has not yet read the book.
IX-1p KNOW+ IX-3p:i READ MANY BOOK	i know he/she reads a lot of books.
IX-1p KNOW+ IX-3p:i FINISH READ BOOK	i know that he/she finished reading the book.
SORRY SELL IX-loc:i NOT SELL FUNNY BOOK NONE/NOTHING	sorry, the store doesn't sell funny books.
IX-2p FINALLY GET BOOK+ IX-2p READ CHAPTER TWO IX-2p	when you get the book, read chapter two.
FRIEND GO-OUT NOW+ WHY+ IX-3p:i BORE	the friend is leaving now because he/she is bored.
IX-1p NONE/NOTHING2 READ2 IX-1p FUTURE BORE	if i don't read, i will be bored.
IX-1p BORN ns-BOSTON GROW-UP NOW IX-1p LIVE HERE MANY YEAR	i was born and raised in boston. now, i have lived here for many years.
POSS-1p FRIEND i:TELL-1p IX-3p:i BORN ns-CHICAGO	my friend told me she/he was born in chicago.
EVERYDAY MANY CHILDREN BORN++++	many children are born everyday.
WORK HARD BOSS LIKE IX-2p	if you work hard, the boss will like you.
BOX/ROOM SMALL DCL"small box"	the box is small.
BOX/ROOM SMALL NOT	the box is not small.
BOY WANT NEW SHOE	the boy wants new shoes.
IX-1p LIKE IX-3p:i BOY IX-3p:i FUNNY IX-3p:i	i like that boy. he's funny.
MOTHER LOOK:i SUSPECT+ BOY+ LIE++	mother suspected that the boy was lying.
POSS-1p BROTHER FIND/FIND-OUT BRACELET SELF-3p:i REALLY fs-GOLD	my brother found a bracelet that is real gold!
WOW BRACELET+ PRICE MANY+ THREE+THOUSAND	wow! that watch costs three thousand dollars!
CAR+ part:indef BREAK part:indef	i can't believe the car broke!
NO++ CAR NOT BREAK	no, the car's not broken.
POSS-1p-pl COUSIN fs-JOHN IX-3p:i BREAK IX-3p:j fs-TRUCK IX-loc:j	our cousin, john, broke the truck.
CAR+ IX-loc:i REALLY+WORK+ BREAK part:indef	the car is really broken!
fs-JOHN IX-3p:i NOT BREAK fs-TRUCK IX-3p:i IX-3p:i REALLY WORK+ DESTROY CAR+	john didn't break the truck, he actually destroyed the car.
UP-TO-NOW fs-MARY IX-3p:i POSS-3p:i CAR BREAK IX-3p:i fs-JOHN TAKE-continuative WORK+	since mary's car broke, john has been taking her to work.
IX-3p:i CAR BREAK part:indef	the car is broken.
fs-JOHN IX-loc:i BREAK WINDOW+	john broke the window.
CAR IX-3p:i REALLY+WORK+ BREAK-DOWN IX-3p:i	the car really broke down.
CAR+ BREAK-DOWN NOT	the car did not breakdown.
CAR+ BREAK-DOWN	the car didn't breakdown.
IF+ fs-MARY POSS-3p:i CAR+ BREAK-DOWN fs-JOHN MUST TAKE WORK+	if mary's car broke down, john would have to take her to work.
CAR NOT BREAK-DOWN IX-3p:i WRONG KEY2 QMwg	the car isn't broken. are you using the wrong key?
CAR BREAK-DOWN YES+	yes, the car is broken down.
IX-3p:i MALE-COUSIN fs-JOHN IX-loc:i BREAK-DOWN CAR REMEMBER IX-2p	cousin john's car broke down, do you remember?
IX-3p:i CAR REALLY+WORK BREAK-DOWN YES+	yes, the car really is broken down.
CAR BREAK-DOWN	the car didn`t break down.
IX-3p:i fs-MARY CAR BREAK-DOWN FINE+ IX-3p:j fs-JOHN DRIVE IX-3p:i TO/UNTIL WORK	mary's car broke down. it's fine because john will drive her to work.
HAPPEN IX-3p:i fs-MARY CAR BREAK-DOWN TEND IX-3p:j fs-JOHN DRIVE TO/UNTIL WORK	when mary's car breaks down, john usually gives her a ride to work.
fs-PAUL IX-3p:i i:TELL-1p IX-3p:i CANNOT INTERPRET CAR BREAK-DOWN	paul told me he can't interpret because his car broke down.
POSS-1p BROTHER IX-3p:i CANNOT i:HELP-1p part:indef	my brother can't help me.
POSS-1p BROTHER WORK NIGHT-pl-arc	my brother works nights.
MOVIE IX-3p:i QUOTE/TOPIC fs-ELECTION IX-3p:i STRANGE BUT FUNNY part:indef	that movie, election, is weird but it's funny.
IX-2p WANT BUTTER IX-2p	do you want butter?
IX-1p LIKE BUTTER IX-3p:i IX-3p:i fs-LAND-O-LAKES	i like land o' lakes butter.
IX-1p WANT BUTTER+	i want butter.
IX-loc:i fs-MARY LIKE fs-MARGARINE NOT LIKE BUTTER+	mary likes margarine but she doesn't like butter.
IX-1p GO fs-TJ IX-1p MUST BUY ORANGE JUICE	when i go to trader joe`s, i must buy orange juice.
fs-JOHN BUY MILK	did john buy milk?
CAR IX-3p:i fs-MARY BUY WHEN part:indef	when did mary buy the car?
WHO BUY CAR part:indef	who bought the car?
SOMETHING/ONE BUY CAR WHO part:indef	someone bought the car. who was it?
IX-2p WANT GO-OUT BUY SHOE+ IX-2p	do you want to go out and buy shoes?
BUY FLOWER WHO	who buys flowers?
MOTHERwg GO-OUT BUY+ WHY+++ MUST BUY+ EAT++	mom is going out shopping because she needs to buy food.
DEPART BUY+++ FINISH IX-1p SPEND TWO-HUNDRED DOLLAR part:indef	i went shopping and spent two hundred dollars.
FRIEND DEPART CAMP+ WHERE	where did the friends go camping?
DEPART CAMP+ WHO	who went camping?
FRIEND IX-loc:i DEPART CAMP+	did the friends go camping?
FRIEND IX-3p:i DEPART CAMP+	the friends go out camping.
IX-2p WANT IX-1p CAN WORK+ WITH	if you want, we can work together.
RAIN IX-1p NEVER CAN FIND/FIND-OUT UMBRELLA	i can never find an umbrella when it rains.
GO-OUT+ SNOW SCHOOL CANCEL/CRITICIZE	if it's snowing out, then school is cancelled.
GO-OUT+ SNOW+ SCHOOL FUTURE CANCEL/CRITICIZE QMwg	if it's snowing outside a lot, will school be cancelled?
GO-OUT+ NOT SNOW SCHOOL OF-COURSE NOT CANCEL/CRITICIZE	if there's no snow outside then of course school isn't cancelled.
IX-1p SURPRISE IX-1p CANNOT THINK+MARRY NOT RAIN IX-1p WONDER	i'm surprised. i can't believe it's not raining. i wonder why.
SORRY LIBRARY IX-loc:i CANNOT LEND MAGAZINE MUST STAY READ+	sorry, the library doesn't let you borrow magazines. you have to stay here and read them.
MAYBE POSS-3p:i CAR HERE	maybe his/her car is here.
IX-1p NOTHING-AT-ALL CAR part:indef	nope, i don't have a car.
NONE/NOTHING2 CAR IX-1p part:indef	i don't have a car at all.
MOUSE/FICTION ESCAPE SCL:1"mouse scurries" CAT SCL:crvd-V"cat chases mouse" CHASE SCL:crvd-V"cat jumps up onto the table" TABLE	the mouse escapes and the cat runs after it. the cat is chasing the mouse and the cat jumps onto the table.
FATHER+ IX-3p:i LIKE PINEAPPLE fs-CREAM+CHEESE i:SAME-1p+	my dad likes pineapple cream cheese, like me.
IX-1p+ NOT LIKE PINEAPPLE fs-CREAM+CHEESE IX-1p	i don't like pineapple cream cheese.
IX-1p+ KISS-FIST fs-LOX fs-CREAM+CHEESE IX-1p	i love lox cream cheese.
IX-2p WRONG IX-1p FAVORITE/PREFER fs-LOX NOT LIKE PINEAPPLE fs-CREAM CHEESE	you are wrong. i prefer lox, i don`t like pineapple cream cheese.
IX-1p HOPE+ HAVE PINEAPPLE fs-CREAM CHEESE	i hope there's pineapple cream cheese.
IX-2p WRONG IX-3p:i NOT PINEAPPLE fs-CREAM CHEESE IX-1p FAVORITE/PREFER fs-LOX	you're wrong, that is not pineapple cream cheese. i prefer lox.
HUNGRY/WISH HAVE PINEAPPLE fs-CREAM CHEESE	i wish there was pineapple cream cheese.
IX-1p REALLY HAVE PINEAPPLE fs-CREAM CHEESE	i really do have pineapple cream cheese.
IX-1p FAVORITE/PREFER+ IX-3p:i fs-LOX fs-CREAM CHEESE	i prefer lox cream cheese.
IX-1p LIKE PINEAPPLE fs-CREAM CHEESE YES	yes, i like pineapple cream cheese.
FATHER i:SAME-1p LIKE PINEAPPLE fs-CREAM CHEESE	my father and i are alike. we both like pineapple cream cheese.
LIKE PINEAPPLE fs-CREAM CHEESE	i like pineapple cream cheese.
IX-1p FINISH KNOW+ HAVE PINEAPPLE fs-CREAM CHEESE+	i already know that there's pineapple cream cheese.
CHILDREN SWIM WHERE	where are the children swimming?
IX-2p LIKE CHOCOLATE IX-2p KISS-FIST IX-3p:i SHEET-CAKE FUTURE IX-2p	if you like chocolate, you will love this cake.
FATHER+ IX-loc:i LIKE CHOCOLATE DRY-CEREAL i:SAME-1p+	dad likes chocolate cereal, like me.
IX-3p:i SISTER NOT LIKE CHOCOLATE fs-CEREAL	the sister doesn't like chocolate cereal.
FATHER i:SAME-1p LIKE CHOCOLATE fs-CEREAL part:indef	dad is like me. he likes chocolate cereal.
GO-OUT+ COLD IX-1p KISS-FIST HOT CHOCOLATE DRINK	when it's cold outside, i love drinking hot chocolate.
NAME+ CITY/COMMUNITY3 fs-BU part:indef ns-BOSTON part:indef fs-BUSTUN fs-BOSTON	what's the name of the city where bu is? bustun? no, it's boston.
NAME CITY/COMMUNITY3 fs-BU WHERE ns-BOSTON fs-BOSTON	what's the name of the city where bu is? oh it's boston?
ns-BOSTON WOW+ GREAT CITY/COMMUNITY3++	boston is a great city.
IX-2p LIKE PHYSICS CLASS IX-2p	do you like physics class?
CLASS TOUGH	is the class tough?
IX-2p FINISH TAKE-UP INTRODUCE LINGUISTICS CLASS	did you take an introduction to linguistics class?
IF IX-2p STUDY IX-2p FUTURE A CLASS	if you study consistently, you will ace the class.
LIKE CLASS2	do you like class?
HAVE CLASS2 TOMORROW	do you have class tomorrow?
VOLUNTEER/SHIRT+ IX-3p-pl-arc NOT CLEAR WHO IX-3p:i IX-3p:j WIN IX-3p-pl-arc part:indef	it could be a tie. it's not clear who really won.
GO-OUT+ SNOW SCHOOL QMwg CLOSE-DOOR part:indef	when it snows out a lot school closes right?
HOT IX-2p COLD IX-2p	are you hot or cold?
MOTHER COME MUST NICE/CLEAN+ HOUSE	if mom comes, i have to clean the house.
COMPARE fs-LAKE              IX-1p+ FAVORITE/PREFER+ IX-3p:i fs-BEACH WHY IX-3p:i HAVE OCEAN IX-3p:j fs-LAKE NONE/NOTHING part:indef	i prefer the beach to the lake because it has waves and the lake does not.
IX-1p NEVER SEE COW PURPLE+	i've never seen a purple cow.
DATE/DESSERT+ IX-1p+ FAVORITE/PREFER+ MELON/PUMPKIN+ PIE	my favorite dessert is pumpkin pie.
MOTHER IX-3p:i DEAF SOMETIMES POSS:i DAUGHTER INTERPRET FOR IX-3p:i MOTHER+	mother is deaf and sometimes her daughter interprets for her.
FATHER+ REPAIR2 TIME++DCL"circular object" HOW++	how did father fix the clock?
FRIEND DYE HAIR DCL:5"hair dyed all over" TOGETHER/GO-STEADY2	the friends dye their hair many colors together.
FRIEND IX-loc:i DYE HAIR DCL:5"hair dyed all over" TOGETHER/GO-STEADY2	did the friends dye their whole heads together?
FRIEND DYE HAIR DCL:5"hair dyed all over" TOGETHER/GO-STEADY2 WHY	why did the friends dye their hair together?
WHEN FRIEND IX-3p:i PROCEED START DYE DCL:5"hair dyed all over" OTHER IX-3p-pl-arc FRIEND FINE++ JOIN++	when my friend starts dying their hair, other friends will think it's cool and start joining.
FAMILY TAKE-UP DOG DCL:crvd-B"small puppies"	the family adopted small puppies.
DCL:crvd-B"small puppies" DOG SMALL IX-loc:i FAMILY IX-loc:j TAKE-UP	did the family adopt the small puppies?
TAKE-UP DCL:crvd-B"small puppies" DOG WHO	who adopted the small puppies?
IX-3p:i FINISH DECIDE DO-DO+	what did he/she decide?
IX-3p:i DECIDE TELL:j fs-JOHN DO-DO+	what did he/she decide to tell john?
MAYBE IX-3p-pl-2:i/j fs-JOHN fs-MARY DECIDE WORK WITH NOW part:indef	maybe john and mary will decide to work together now.
IX-3p-pl-2:i/j fs-MARY fs-JOHN FUTURE DEPART TOMORROW	mary and john will leave tomorrow.
IF TOMORROW RAIN STOP IX-1p DEPART	if it stops raining tomorrow, i will leave.
IX-1p NOT WANT READ+ IX-1p WANT DEPART	i don't want to read; i want to leave.
bent-B-L"wow" IX-3p:i DEPART FAST	wow, he/she left fast.
IX-1p KNOW+ IX-3p:i DEPART TOMORROW+	i know he/she leaves tomorrow.
EVERY+ONE KNOW+ fs-JOHN DEPART GO-OUT fs-MAINE DRIVE:i	everyone knows that john left to drive to maine.
IX-1p FRIEND DEPART GUITAR IX-1p THRILL/WHAT'S-UP	i'm excited for when my friend and i go to the concert.
FRIEND GROUP/TOGETHER DEPART IX-1p JOIN	if my friends leave together, i will join.
DEPART WHO	who is going out?
DEPART WHO	who's going out?
IX-1p-pl-2:i MUST DEPART:j TOGETHER/GO-STEADY:j	we should leave together.
IX-3p:i fs-MARY KNOW MANY DIFFERENT-arc LANGUAGE	mary knows many different languages.
IX-3p:i FINALLY LEARN HONEST FUTURE FEEL DISGUST+	once he learns the truth, he will be disgusted.
IX-3p:i fs-JACK (1h)PAY/BUY CAR YESTERDAY DO-DO KIND	jack bought a car yesterday. what kind was it?
LONG-AGO+ POSS-3p:i fs-MARY NAME DO-DO+	what did mary's name used to be?
FRIEND IX-loc:i DO-DO+ IX-3p:i	what did the friend do?
IX-3p:i WANT+NEG IX-1p DOUBT IX-1p THINK IX-3p:i WANT	he/she doesn't want anything? i doubt that. i think he/she wants something.
SUMMER HOT fs-DAY IX-3p:i fs-MARY KISS-FIST DRINK LEMON+	on hot summer days, mary loves drinking lemonade.
fs-JOHN TAKE fs-MARY DRIVE WORK+	john got mary and drove her to work.
fs-JOHN TAKE fs-MARY DRIVE WORK+ EVERYDAY	john took mary and drove her to work every day.
fs-JOHN DRIVE TAKE-continuative fs-MARY WORK+	john is constantly driving mary to work.
fs-JOHN IX-3p:i FUTURE TAKE DRIVE fs-MARY WORK++	john will drive mary to work.
RAIN IX-2p FAVORITE/PREFER DRIVE	it's raining. would you prefer driving?
fs-JOHN          DRIVE fs-MARY WORK	john drives mary to work.
EMERGENCY IX-loc:i GO-OUT WHERE	where do we go if there's an emergency?
IF+ HAPPEN EMERGENCY+ IX-2p GO WHERE part:indef	if there's an emergency, where will you go?
LONG-AGO fs-JOHN EVERYDAY TAKE-continuative fs-MARY GO WORK+	john used to take mary and drive her to work every day.
IX-1p+ NOT STUDY IX-1p GUARANTEE FAIL IX-1p	when i don't study, i am guaranteed to fail.
TOMORROW FAMILY GO WHERE	where is the family going to tomorrow?
fs-LIZ SISTER IX-3p:i FAMOUS WHO	who is liz's famous sister?
IX-3p:i FARM NAME fs-ROBERTS fs-RANCH	the name of the farm is roberts ranch.
FATHER IX-3p:i FUNNY MOTHER IX-3p:j SERIOUS	dad is funny, but mom is serious.
POSS-1p FATHER+ MOVE WHERE ns-CHICAGO	my father moved here from chicago.
WHO FIND/FIND-OUT POSS-1p KEY2 WHO	who found my keys?
IX-3p:i fs-KEY FIND/FIND-OUT IX-3p:i WHO+	who found the key?
WEATHER NOT LOUSY NOW FINE+	the weather today isn't lousy, it's fine.
HOMEWORK IX-1p FINISH PAST+NIGHT IX-1p	i finished homework last night.
MOTHER FINISH SCL:bent-U-L"person walking" SELL++	did mom already walk to the store?
MOTHER IX-loc:i FINISH GO SCL:bent-U-L"person walking" SELL++	did mother already walk to the store?
IX-1p NICE/CLEAN++ FINISH KITCHEN FINISH MOTHER FUTURE TAKE-OUT IX-1p FRIEND HOUSE	when i finish cleaning the kitchen, my mom will take me to a friend's house.
IX-3p-pl-2:i/j fs-JACK fs-SUE MEET PAST+ FINISH QMwg	did jack and sue already meet?
GAME+ FINISH SIX QMwg	does the game end at six?
MAYBE TOMORROW RAIN FINISH STOP	maybe tomorrow it will stop raining.
fs-LATE IX-1p KNOW-THAT IX-1p FUTURE FINISH SOON++	i know i'm late, but i will be finished soon.
KNOW fs-DEMI fs-MOORE POSS-3p:i FIRST HUSBAND fs-BRUCE fs-WILLIS	demi moore's first husband was bruce willis.
FOR REALLY IX-3p:i FUTURE i:(1h)GIFT:j FLOWER	he/she will for sure give him/her flowers.
IX-1p STUDY NOW-WEEK FOR TEST	i'm studying this week for the test.
IF+ IX-1p FORGET GO SELL+ POSS-1p MOTHER+ UPSET FUTURE	if i forget to go to the store, my mother will be upset.
FRIEND GO-OUT TOGETHER/GO-STEADY2	the friends are out together.
FRIEND GO-OUT TOGETHER/GO-STEADY2 QMwg	did the friends go out together?
POSS-1p+ OTHER FRIEND IX-3p-pl-arc JOIN IX-1p PAST+NIGHT	my other friends joined me last night.
IX-1p SEE FRIEND TOMORROW IX-1p THRILL/WHAT'S-UP	i will be thrilled if i see my friend tomorrow.
WHICH TEAM IX-3p:i WIN NOW IX-3p:i FUTURE NEXT GAME IX-3p:i	whichever team that wins this game will move onto the next game.
IX-1p SON IX-3p:i WANT INTERPRET FUTURE IX-3p:i	my son wants to be an interpreter.
GO-OUT SNOW+ STOP SCHOOL FUTURE fs-RE+OPEN TOMORROW	if it stops snowing outside then school will reopen tomorrow.
IX-1p TELL:i TOMORROW+ FUTURE RAIN++	i told him/her tomorrow it would rain.
fs-LOTTERY GET-TICKET WHO WIN WHO	who won the lottery?
IX-2p GO SCHOOL TOMORROW	are you going to school tomorrow?
NONE+ WANT GO-OUT part:indef	no one wants to go.
LOOK WARM IX-loc:i MUST GO-OUT fs-BEACH	when it looks warm out, i must go to the beach.
(1h)NOW+NIGHT IX-1p GO-OUT MOVIE	tonight, i'm going to a movie.
TOMORROW IX-2p GO-OUT LIBRARY INTERPRET QMwg	are you going to interpret tomorrow at the library?
ROOMMATE GO-OUT TOGETHER/GO-STEADY2 QMwg	did the roommates go out together?
GO-OUT GO-OUT GO-OUT HOME	go home!
GO-OUT+ NOT SNOW SCHOOL OF-COURSE OPEN STAY++	if there's no snow outside, of course school will be open.
fs-JACK STAND GO-OUT+ IX-3p:i SEE SOMETHING/ONE STRANGE QMwg	when jack was standing outside did he see something/someone weird?
fs-LUB IX-2p JOIN GROUP/TOGETHER IX-1p WANT2 JOIN IX-1p	the club you are in, i want to join also.
IX-1p VOLUNTEER/SHIRT HELP+ OTHER ORGANIZATION	i volunteer to help other organizations.
NOW HOMEWORK NONE/NOTHING2++	there is no homework today.
NOW NONE/NOTHING HOMEWORK+	there's no homework today.
NEXT-WEEK IX-1p HOPE IX-1p PASS TEST	i hope i pass the test next week.
IX-1p WARM LATER2 HOT	i start off warm and then later i get really hot.
POSS-1p PAY IX-1p INCREASE LITTLE-BIT SMALL-AMOUNT INCREASE part:indef	my pay increased a little bit.
